review_id,review_text,star_rating,date,business_name,business_category,platform,aspects,aspect_sentiments,aspect,sentiment,macro_category,clean_text,token_count,char_count,flag_reason
1712,"الموسيقى غير مناسبة للمكان وصاحبة جدا
الستاف لطيف
والاكل جيد
والحمام نضيف
والاسعار مناسبة إلى حد ما
حبيت المكان",4,قبل شهر,مقهى بوخارست بلاك,مقهى,google_maps,"[""ambiance"", ""service"", ""food"", ""cleanliness"", ""price""]","{""ambiance"": ""negative"", ""service"": ""positive"", ""food"": ""positive"", ""cleanliness"": ""positive"", ""price"": ""neutral""}",ambiance,negative,food_beverage,الموسيقى غير مناسبة للمكان وصاحبة جدا الستاف لطيف والاكل جيد والحمام نضيف والاسعار مناسبة الى حد ما حبيت المكان,19,111,4★ + negative
524,الاكل ليس كما يجب لاطعم وبارد البطاطا الحره لاتشبه البطاطا مع انه الخدمه رائعه والسعر أعلى من مطعم إيطالي اكلنا فيه قبل بيوم كان ٥ستارز خساره يغيرو الشيف,1,قبل أسبوع,أبو العز السوري,مطعم مأكولات سورية,google_maps,"[""food"", ""service"", ""price""]","{""food"": ""negative"", ""service"": ""positive"", ""price"": ""negative""}",service,positive,food_beverage,الاكل ليس كما يجب لاطعم وبارد البطاطا الحره لاتشبه البطاطا مع انه الخدمه رائعه والسعر اعلى من مطعم ايطالي اكلنا فيه قبل بيوم كان ٥ستارز خساره يغيرو الشيف,28,153,1★ + positive
5807,"اشكر الدكتوره / نهئ يس ام ياسين   دكتوره اسنان ممتازه جدا وتعامله جدددا راقي وحبوبه  من قلبه الله يوفقك يارب
وكل سنه وانتي طيبه",1,قبل سنتين,عيادة دكتورة نهى يس عبد الرحمن,عِيادة أسنان,google_maps,"[""service""]","{""service"": ""positive""}",service,positive,healthcare,اشكر الدكتوره / نهئ يس ام ياسين دكتوره اسنان ممتازه جدا وتعامله جددا راقي وحبوبه من قلبه الله يوفقك يارب وكل سنه وانتي طيبه,24,123,1★ + positive
6635,بس شوي بطين,5,2026-02-18 00:00:00,Careem,transport,play_store,"[""service""]","{""service"": ""negative""}",service,negative,transport,بس شوي بطين,3,11,5★ + negative
1340,مول عجيب مش عارف له اول من اخر تدوخ عشان تدخل و تطلع,4,قبل أسبوعين,بارك مول,مركز تسوق,google_maps,"[""ambiance""]","{""ambiance"": ""negative""}",ambiance,negative,retail,مول عجيب مش عارف له اول من اخر تدوخ عشان تدخل و تطلع,13,52,4★ + negative
4325,الاسعار غاليه جدا,4,قبل 3 سنوات,Mazzika,مقهى,google_maps,"[""price""]","{""price"": ""negative""}",price,negative,food_beverage,الاسعار غاليه جدا,3,17,4★ + negative
1263,الاكل كويس إنما زحام وعدم تنظيم,2,قبل يوم واحد,فول وحيد العظيم,مطعم للإفطار,google_maps,"[""food"", ""ambiance""]","{""food"": ""positive"", ""ambiance"": ""negative""}",food,positive,food_beverage,الاكل كويس انما زحام وعدم تنظيم,6,31,2★ + positive
1858,الاكل لذيذ العاملين يحتاج لهم اكثر رقابه في نظافة الطاولات و خدمة العميل بشكل سريع طبعاً افضل بكثير من الفرع القديم المقابل له فالزمالك .,4,قبل شهر,طبالي - الزمالك,مطعم,google_maps,"[""food"", ""cleanliness"", ""service""]","{""food"": ""positive"", ""cleanliness"": ""negative"", ""service"": ""negative""}",cleanliness,negative,food_beverage,الاكل لذيذ العاملين يحتاج لهم اكثر رقابه في نظافة الطاولات و خدمة العميل بشكل سريع طبعا افضل بكثير من الفرع القديم المقابل له فالزمالك .,25,136,4★ + negative
1858,الاكل لذيذ العاملين يحتاج لهم اكثر رقابه في نظافة الطاولات و خدمة العميل بشكل سريع طبعاً افضل بكثير من الفرع القديم المقابل له فالزمالك .,4,قبل شهر,طبالي - الزمالك,مطعم,google_maps,"[""food"", ""cleanliness"", ""service""]","{""food"": ""positive"", ""cleanliness"": ""negative"", ""service"": ""negative""}",service,negative,food_beverage,الاكل لذيذ العاملين يحتاج لهم اكثر رقابه في نظافة الطاولات و خدمة العميل بشكل سريع طبعا افضل بكثير من الفرع القديم المقابل له فالزمالك .,25,136,4★ + negative
84,"⭐ التقييم العام: 4 من 5

الإيجابيات:
•	موقع مميز جدًا على نهر النيل وفي قلب وسط البلد.
•	إطلالة الغرف المطلة على النيل جميلة وتستحق التجربة.
•	مستوى الأمان عالٍ داخل الفندق.
•	موظفو الاستقبال محترمون ومتعاونون، خاصة فريق Hilton Honors (الأستاذة فاطمة، هدير، وهاجر).
•	وجود خدمات داخل الفندق مثل بنك الأهلي المصري وسوبرماركت.
•	مكان معروف وخدمته بشكل عام جيدة.

السلبيات:
•	الأثاث قديم والمبنى واضح عليه العمر، ولا يعكس مستوى سلسلة هيلتون.
•	نظافة الغرف دون المستوى المطلوب (نقص في المستلزمات مثل المناشف، قبعة الاستحمام، وصحن الصابون).
•	جودة المناشف وشراشف السرير وبياضها أقل من المتوقع.
•	ازدحام شديد في الاستقبال وكثرة عدد النزلاء.
•	موظفو النظافة بحاجة لمزيد من الإشراف والتدريب.
•	أسعار الغرف مرتفعة مقارنة بالمستوى الفعلي.
•	أسعار الأكل داخل الفندق مرتفعة جدًا.
•	المنطقة المحيطة حيوية لكنها مزدحمة طوال اليوم، وغير مناسبة لمن يبحث عن الهدوء.

الخلاصة:
الفندق مناسب لمن يهمه الموقع الحيوي والقرب من وسط القاهرة والاستمتاع بإطلالة النيل، لكنه لا يرقى لمستوى 5 نجوم من حيث الأثاث والنظافة مقارنة بالسعر. تجربة جميلة بسبب الموقع والإطلالة، لكن القيمة مقابل السعر أقل من المتوقع",5,قبل يوم واحد,هيلتون رمسيس,فندق,google_maps,"[""ambiance"", ""service"", ""cleanliness"", ""price""]","{""ambiance"": ""neutral"", ""service"": ""neutral"", ""cleanliness"": ""negative"", ""price"": ""negative""}",cleanliness,negative,hospitality,⭐ التقييم العام: 4 من 5 الايجابيات: •	موقع مميز جدا على نهر النيل وفي قلب وسط البلد. •	اطلالة الغرف المطلة على النيل جميلة وتستحق التجربة. •	مستوى الامان عال داخل الفندق. •	موظفو الاستقبال محترمون ومتعاونون، خاصة فريق Hilton Honors (الاستاذة فاطمة، هدير، وهاجر). •	وجود خدمات داخل الفندق مثل بنك الاهلي المصري وسوبرماركت. •	مكان معروف وخدمته بشكل عام جيدة. السلبيات: •	الاثاث قديم والمبنى واضح عليه العمر، ولا يعكس مستوى سلسلة هيلتون. •	نظافة الغرف دون المستوى المطلوب (نقص في المستلزمات مثل المناشف، قبعة الاستحمام، وصحن الصابون). •	جودة المناشف وشراشف السرير وبياضها اقل من المتوقع. •	ازدحام شديد في الاستقبال وكثرة عدد النزلاء. •	موظفو النظافة بحاجة لمزيد من الاشراف والتدريب. •	اسعار الغرف مرتفعة مقارنة بالمستوى الفعلي. •	اسعار الاكل داخل الفندق مرتفعة جدا. •	المنطقة المحيطة حيوية لكنها مزدحمة طوال اليوم، وغير مناسبة لمن يبحث عن الهدوء. الخلاصة: الفندق مناسب لمن يهمه الموقع الحيوي والقرب من وسط القاهرة والاستمتاع باطلالة النيل، لكنه لا يرقى لمستوى 5 نجوم من حيث الاثاث والنظافة مقارنة بالسعر. تجربة جميلة بسبب الموقع والاطلالة، لكن القيمة مقابل السعر اقل من المتوقع,182,1074,5★ + negative
84,"⭐ التقييم العام: 4 من 5

الإيجابيات:
•	موقع مميز جدًا على نهر النيل وفي قلب وسط البلد.
•	إطلالة الغرف المطلة على النيل جميلة وتستحق التجربة.
•	مستوى الأمان عالٍ داخل الفندق.
•	موظفو الاستقبال محترمون ومتعاونون، خاصة فريق Hilton Honors (الأستاذة فاطمة، هدير، وهاجر).
•	وجود خدمات داخل الفندق مثل بنك الأهلي المصري وسوبرماركت.
•	مكان معروف وخدمته بشكل عام جيدة.

السلبيات:
•	الأثاث قديم والمبنى واضح عليه العمر، ولا يعكس مستوى سلسلة هيلتون.
•	نظافة الغرف دون المستوى المطلوب (نقص في المستلزمات مثل المناشف، قبعة الاستحمام، وصحن الصابون).
•	جودة المناشف وشراشف السرير وبياضها أقل من المتوقع.
•	ازدحام شديد في الاستقبال وكثرة عدد النزلاء.
•	موظفو النظافة بحاجة لمزيد من الإشراف والتدريب.
•	أسعار الغرف مرتفعة مقارنة بالمستوى الفعلي.
•	أسعار الأكل داخل الفندق مرتفعة جدًا.
•	المنطقة المحيطة حيوية لكنها مزدحمة طوال اليوم، وغير مناسبة لمن يبحث عن الهدوء.

الخلاصة:
الفندق مناسب لمن يهمه الموقع الحيوي والقرب من وسط القاهرة والاستمتاع بإطلالة النيل، لكنه لا يرقى لمستوى 5 نجوم من حيث الأثاث والنظافة مقارنة بالسعر. تجربة جميلة بسبب الموقع والإطلالة، لكن القيمة مقابل السعر أقل من المتوقع",5,قبل يوم واحد,هيلتون رمسيس,فندق,google_maps,"[""ambiance"", ""service"", ""cleanliness"", ""price""]","{""ambiance"": ""neutral"", ""service"": ""neutral"", ""cleanliness"": ""negative"", ""price"": ""negative""}",price,negative,hospitality,⭐ التقييم العام: 4 من 5 الايجابيات: •	موقع مميز جدا على نهر النيل وفي قلب وسط البلد. •	اطلالة الغرف المطلة على النيل جميلة وتستحق التجربة. •	مستوى الامان عال داخل الفندق. •	موظفو الاستقبال محترمون ومتعاونون، خاصة فريق Hilton Honors (الاستاذة فاطمة، هدير، وهاجر). •	وجود خدمات داخل الفندق مثل بنك الاهلي المصري وسوبرماركت. •	مكان معروف وخدمته بشكل عام جيدة. السلبيات: •	الاثاث قديم والمبنى واضح عليه العمر، ولا يعكس مستوى سلسلة هيلتون. •	نظافة الغرف دون المستوى المطلوب (نقص في المستلزمات مثل المناشف، قبعة الاستحمام، وصحن الصابون). •	جودة المناشف وشراشف السرير وبياضها اقل من المتوقع. •	ازدحام شديد في الاستقبال وكثرة عدد النزلاء. •	موظفو النظافة بحاجة لمزيد من الاشراف والتدريب. •	اسعار الغرف مرتفعة مقارنة بالمستوى الفعلي. •	اسعار الاكل داخل الفندق مرتفعة جدا. •	المنطقة المحيطة حيوية لكنها مزدحمة طوال اليوم، وغير مناسبة لمن يبحث عن الهدوء. الخلاصة: الفندق مناسب لمن يهمه الموقع الحيوي والقرب من وسط القاهرة والاستمتاع باطلالة النيل، لكنه لا يرقى لمستوى 5 نجوم من حيث الاثاث والنظافة مقارنة بالسعر. تجربة جميلة بسبب الموقع والاطلالة، لكن القيمة مقابل السعر اقل من المتوقع,182,1074,5★ + negative
1409,الطعم كانه اكل مستشفيات بدون ملح ، الخدمه ممتازه بس طعم الاكل تعبان,1,قبل شهر,مطعم السدة للمأكولات اليمنية,مطعم يمني,google_maps,"[""food"", ""service""]","{""food"": ""negative"", ""service"": ""positive""}",service,positive,food_beverage,الطعم كانه اكل مستشفيات بدون ملح ، الخدمه ممتازه بس طعم الاكل تعبان,13,67,1★ + positive
581,"المطعم يبرد القلب وقريب لاكلنا والنكهة بعد جيته فوق ٤ مرات وكل مره يكون الاكل بنفس الجوده
لذيذ جداا الاكل عندهم من ورق العنب والفريك بلحمه حتى المشواي لذيذه والخدمة سرعين ومتعاونين مشكله بصوت الموسيقى عالي شوي وريحه الشيشه
بس اكرر التجربة",5,قبل شهر,بيت ورد,مطعم مأكولات لبنانية,google_maps,"[""food"", ""service"", ""ambiance""]","{""food"": ""positive"", ""service"": ""positive"", ""ambiance"": ""negative""}",ambiance,negative,food_beverage,المطعم يبرد القلب وقريب لاكلنا والنكهة بعد جيته فوق ٤ مرات وكل مره يكون الاكل بنفس الجوده لذيذ جداا الاكل عندهم من ورق العنب والفريك بلحمه حتى المشواي لذيذه والخدمة سرعين ومتعاونين مشكله بصوت الموسيقى عالي شوي وريحه الشيشه بس اكرر التجربة,42,238,5★ + negative
9745,التطبيق كان ممتاز جدا بس الان لايريد التثبيت. بعد محاولات كثيره,5,2026-02-20 00:00:00,Booking,travel,play_store,"[""app_experience""]","{""app_experience"": ""negative""}",app_experience,negative,hospitality,التطبيق كان ممتاز جدا بس الان لايريد التثبيت. بعد محاولات كثيره,11,63,5★ + negative
3357,جامد اوي بس لو الدنيا تمشي أسرع شوية هيكون احسن بكتير,4,قبل 4 أشهر,مطعم المصطفى,مطعم,google_maps,"[""food"", ""service""]","{""food"": ""positive"", ""service"": ""negative""}",service,negative,food_beverage,جامد اوي بس لو الدنيا تمشي اسرع شوية هيكون احسن بكتير,11,53,4★ + negative
2941,بجد المكان ممتاز اديلو 1000 من 10 وحابه اشكر الكابتن عبدالله علي حسن علي الضيافه معاه,1,قبل شهرين,قديمو,مطعم,google_maps,"[""ambiance"", ""service""]","{""ambiance"": ""positive"", ""service"": ""positive""}",ambiance,positive,food_beverage,بجد المكان ممتاز اديلو 100 من 10 وحابه اشكر الكابتن عبدالله علي حسن علي الضيافه معاه,16,84,1★ + positive
2941,بجد المكان ممتاز اديلو 1000 من 10 وحابه اشكر الكابتن عبدالله علي حسن علي الضيافه معاه,1,قبل شهرين,قديمو,مطعم,google_maps,"[""ambiance"", ""service""]","{""ambiance"": ""positive"", ""service"": ""positive""}",service,positive,food_beverage,بجد المكان ممتاز اديلو 100 من 10 وحابه اشكر الكابتن عبدالله علي حسن علي الضيافه معاه,16,84,1★ + positive
8429,تطبيق جيد بعد التحديث ولكن ينقصه الدقه فى بعض التفاصيل الخاصة بتقييم العقارات لانه بيحدد المنطقه كلها بمتوسط سعر معيّن بدون الاخذ فى الاعتبار تشطيب الشقه لوكس او سوبر لوكس او الالترا لوكس او مكانها فى الدور الاول ولا الاخير ومقدرش استخدم الخريطه عشان احدد الشارع او البيت بالتحديد الدقيق وشكرا,5,2023-04-12 00:00:00,Aqarmap,real_estate,play_store,"[""app_experience""]","{""app_experience"": ""negative""}",app_experience,negative,digital,تطبيق جيد بعد التحديث ولكن ينقصه الدقه فى بعض التفاصيل الخاصة بتقييم العقارات لانه بيحدد المنطقه كلها بمتوسط سعر معين بدون الاخذ فى الاعتبار تشطيب الشقه لوكس او سوبر لوكس او الالترا لوكس او مكانها فى الدور الاول ولا الاخير ومقدرش استخدم الخريطه عشان احدد الشارع او البيت بالتحديد الدقيق وشكرا,51,292,5★ + negative
2183,مكان جميل واخت ولا انسانه راقيه وتعامل الموظفين جدا ممتاز لايوجد خدمة لحمل الشنط النزيل هو من يحمل اغراضة لايوجد سيف بوكس كذلك سليبر,5,تاريخ التعديل: قبل شهر,فندق اطلس,فندق,google_maps,"[""ambiance"", ""service""]","{""ambiance"": ""positive"", ""service"": ""negative""}",service,negative,hospitality,مكان جميل واخت ولا انسانه راقيه وتعامل الموظفين جدا ممتاز لايوجد خدمة لحمل الشنط النزيل هو من يحمل اغراضة لايوجد سيف بوكس كذلك سليبر,24,132,5★ + negative
6589,واجهت من فتره مشكله بالتطبيق لكن الفريق المشرف على التطبيق قاموا بحل المشكله بأسرع وقت وكانوا جدا حريصين على ارضاء المشترك شكرا لكم,5,2026-02-25 00:00:00,Careem,transport,play_store,"[""app_experience"", ""service""]","{""app_experience"": ""negative"", ""service"": ""positive""}",app_experience,negative,transport,واجهت من فتره مشكله بالتطبيق لكن الفريق المشرف على التطبيق قاموا بحل المشكله باسرع وقت وكانوا جدا حريصين على ارضاء المشترك شكرا لكم,23,131,5★ + negative
1759,المكان جميل  كا شكل ولوكيشن لكن مانصحش بيه في السحور الحجز باسبقية الحضور والمكان زحمة اوي وقعدنا كتير وايتنج ليست اكتر من ساعة  وفي الاخر لقيناهم بيدخلوا ناس بعدنا والبنت اللي في الريسبشن طريقتها صعبة اوي ومعاها رقمنا  علشان تكلمنا لما المكان يفضي لكن محصلش وفي الاخر روحنا اكلنا في مكان تاني,2,قبل يوم واحد,قرية جدو,مطعم مأكولات مشوية,google_maps,"[""ambiance"", ""service""]","{""ambiance"": ""positive"", ""service"": ""negative""}",ambiance,positive,food_beverage,المكان جميل كا شكل ولوكيشن لكن مانصحش بيه في السحور الحجز باسبقية الحضور والمكان زحمة اوي وقعدنا كتير وايتنج ليست اكتر من ساعة وفي الاخر لقيناهم بيدخلوا ناس بعدنا والبنت اللي في الريسبشن طريقتها صعبة اوي ومعاها رقمنا علشان تكلمنا لما المكان يفضي لكن محصلش وفي الاخر روحنا اكلنا في مكان تاني,52,290,2★ + positive
2305,ال service بشعه و خدمه ال delivery بشعه و بيتاخره جدااا جدااا و ساعات بيجي بارد بس امانه الأكل حلو بس كده .,1,قبل يومين (2),ست الشام,مطعم مأكولات سورية,google_maps,"[""service"", ""delivery"", ""food""]","{""service"": ""negative"", ""delivery"": ""negative"", ""food"": ""positive""}",food,positive,food_beverage,ال service بشعه و خدمه ال delivery بشعه و بيتاخره جداا جداا و ساعات بيجي بارد بس امانه الاكل حلو بس كده .,23,105,1★ + positive
6017,الطعام طازج وجيد يعيبه ضيق المكانه,4,قبل سنتين,مشويات سخسخ,مطعم مأكولات مشوية,google_maps,"[""food"", ""ambiance""]","{""food"": ""positive"", ""ambiance"": ""negative""}",ambiance,negative,food_beverage,الطعام طازج وجيد يعيبه ضيق المكانه,6,34,4★ + negative
2016,"الاكل ممتاز طلبت مرتين لحد الان ولكن في كله مره كان بيجي مع الاكل شعراية مش عارف ليه لازم الاقي شعر حد في الاكل لكن غير كدا الاكل نظيف
لما ارن مش عارف ليه بيخلوني هولد ٣ دقايق واحيانا بضطر اتصل ٣ مرات عشان يردوا",4,قبل شهرين,مطعم ريدان,مطعم أطباق اللحوم,google_maps,"[""food"", ""cleanliness"", ""service""]","{""food"": ""positive"", ""cleanliness"": ""negative"", ""service"": ""negative""}",cleanliness,negative,food_beverage,الاكل ممتاز طلبت مرتين لحد الان ولكن في كله مره كان بيجي مع الاكل شعراية مش عارف ليه لازم الاقي شعر حد في الاكل لكن غير كدا الاكل نظيف لما ارن مش عارف ليه بيخلوني هولد ٣ دقايق واحيانا بضطر اتصل ٣ مرات عشان يردوا,45,211,4★ + negative
2016,"الاكل ممتاز طلبت مرتين لحد الان ولكن في كله مره كان بيجي مع الاكل شعراية مش عارف ليه لازم الاقي شعر حد في الاكل لكن غير كدا الاكل نظيف
لما ارن مش عارف ليه بيخلوني هولد ٣ دقايق واحيانا بضطر اتصل ٣ مرات عشان يردوا",4,قبل شهرين,مطعم ريدان,مطعم أطباق اللحوم,google_maps,"[""food"", ""cleanliness"", ""service""]","{""food"": ""positive"", ""cleanliness"": ""negative"", ""service"": ""negative""}",service,negative,food_beverage,الاكل ممتاز طلبت مرتين لحد الان ولكن في كله مره كان بيجي مع الاكل شعراية مش عارف ليه لازم الاقي شعر حد في الاكل لكن غير كدا الاكل نظيف لما ارن مش عارف ليه بيخلوني هولد ٣ دقايق واحيانا بضطر اتصل ٣ مرات عشان يردوا,45,211,4★ + negative
3889,"المكان هادئ و جميل. الطعام لذيذ بلا استثناء و البيتزا رائعة و عجيتنها خفيفة. أنصح بمشروب الكرديه بالزنجبيل.
الخدمة سريعة و الموظفين في قمة الرقي ماشاء الله.

تحديث شهر نوفمبر 2025: قمنا بزيارة المطعم للمرة الثانية في الشتاء و لكن جودة الطعام لم تتوافق مع المرة السابقة. الريزوتو مالح للغاية و لم استطع اكماله، البيتزا كانت عادية جدا.",5,تاريخ التعديل: قبل شهرين,مطعم داي بسكاتوري المعادي,مطعم مأكولات إيطالية,google_maps,"[""ambiance"", ""food"", ""service""]","{""ambiance"": ""positive"", ""food"": ""negative"", ""service"": ""positive""}",food,negative,food_beverage,المكان هادئ و جميل. الطعام لذيذ بلا استثناء و البيتزا رائعة و عجيتنها خفيفة. انصح بمشروب الكرديه بالزنجبيل. الخدمة سريعة و الموظفين في قمة الرقي ماشاء الله. تحديث شهر نوفمبر 2025: قمنا بزيارة المطعم للمرة الثانية في الشتاء و لكن جودة الطعام لم تتوافق مع المرة السابقة. الريزوتو مالح للغاية و لم استطع اكماله، البيتزا كانت عادية جدا.,58,332,5★ + negative
7459,جوميا الجزائر : منتوجاته قليلة جدا وغير متنوعة مقارنة مع واجهة التطبيق المثالية او الفخمة التي عندم تدخل الى الفئات تجدها تضم يا دوب 10 منتوجات مرتفعة السعر وجودتها رديئة جدا مقارنة بسعرها . هل اصاب التطبيق التصحر . لكن الحق يقال . التوصيل سريع,2,2026-02-14 00:00:00,Jumia,ecommerce,play_store,"[""app_experience"", ""price"", ""delivery""]","{""app_experience"": ""positive"", ""price"": ""negative"", ""delivery"": ""positive""}",app_experience,positive,digital,جوميا الجزائر : منتوجاته قليلة جدا وغير متنوعة مقارنة مع واجهة التطبيق المثالية او الفخمة التي عندم تدخل الى الفئات تجدها تضم يا دوب 10 منتوجات مرتفعة السعر وجودتها رديئة جدا مقارنة بسعرها . هل اصاب التطبيق التصحر . لكن الحق يقال . التوصيل سريع,45,244,2★ + positive
7459,جوميا الجزائر : منتوجاته قليلة جدا وغير متنوعة مقارنة مع واجهة التطبيق المثالية او الفخمة التي عندم تدخل الى الفئات تجدها تضم يا دوب 10 منتوجات مرتفعة السعر وجودتها رديئة جدا مقارنة بسعرها . هل اصاب التطبيق التصحر . لكن الحق يقال . التوصيل سريع,2,2026-02-14 00:00:00,Jumia,ecommerce,play_store,"[""app_experience"", ""price"", ""delivery""]","{""app_experience"": ""positive"", ""price"": ""negative"", ""delivery"": ""positive""}",delivery,positive,digital,جوميا الجزائر : منتوجاته قليلة جدا وغير متنوعة مقارنة مع واجهة التطبيق المثالية او الفخمة التي عندم تدخل الى الفئات تجدها تضم يا دوب 10 منتوجات مرتفعة السعر وجودتها رديئة جدا مقارنة بسعرها . هل اصاب التطبيق التصحر . لكن الحق يقال . التوصيل سريع,45,244,2★ + positive
1980,"جربت منسف كان كويس بس ممكن يبقى أحسن
الستاف محترمين وودودين
أحد مشاكل المكان إن القطط بتدخل حتى لو جوه",4,قبل شهر,بيت لحم Beet Lahm,مطعم,google_maps,"[""food"", ""service"", ""cleanliness""]","{""food"": ""neutral"", ""service"": ""positive"", ""cleanliness"": ""negative""}",cleanliness,negative,food_beverage,جربت منسف كان كويس بس ممكن يبقى احسن الستاف محترمين وودودين احد مشاكل المكان ان القطط بتدخل حتى لو جوه,20,102,4★ + negative
