review_id,review_text,star_rating,date,business_name,business_category,platform,aspects,aspect_sentiments,aspect,sentiment,macro_category,clean_text,token_count,char_count,flag_reason
7982,من افضل المواقع اللي تعاملت معها لكن للاسف عجزت اعدل الى اللغه العربيه في التطبيق ؟؟!!! كيف الطريقة ؟؟؟؟,5,2025-05-02 00:00:00,Shop,ecommerce,play_store,"[""app_experience""]","{""app_experience"": ""negative""}",app_experience,negative,digital,من افضل المواقع اللي تعاملت معها لكن للاسف عجزت اعدل الى اللغه العربيه في التطبيق ؟؟! كيف الطريقة ؟؟,19,100,5★ + negative
9278,جميلة جدآ ولكن يوجد ملاحضه ان جهازي اندرويد وقائمت المفضلات لا تعمل الا بشتراك وانا ليس لدي مايكفي لكي اشترك. أمل ان تنحل هذه المشكله,5,2026-03-02 00:00:00,Spotify,entertainment,play_store,"[""app_experience""]","{""app_experience"": ""negative""}",app_experience,negative,entertainment,جميلة جدا ولكن يوجد ملاحضه ان جهازي اندرويد وقائمت المفضلات لا تعمل الا بشتراك وانا ليس لدي مايكفي لكي اشترك. امل ان تنحل هذه المشكله,25,133,5★ + negative
1243,"نصيحة لمالك هذا المطعم
الاصطاف سيئ الى اقصى درجة
المكان والاكل ممتازين
الاصطاف صوته عالى وبيتخانقوا مع بعضهم امام الزبائن
والله حرام مكان جميل واكل جميل نقطة ضعفه هو الاصطاف",1,قبل شهر,مطعم تبوله,مطعم مأكولات لبنانية,google_maps,"[""service"", ""ambiance"", ""food""]","{""service"": ""negative"", ""ambiance"": ""positive"", ""food"": ""positive""}",ambiance,positive,food_beverage,نصيحة لمالك هذا المطعم الاصطاف سيئ الى اقصى درجة المكان والاكل ممتازين الاصطاف صوته عالى وبيتخانقوا مع بعضهم امام الزبائن والله حرام مكان جميل واكل جميل نقطة ضعفه هو الاصطاف,30,173,1★ + positive
1243,"نصيحة لمالك هذا المطعم
الاصطاف سيئ الى اقصى درجة
المكان والاكل ممتازين
الاصطاف صوته عالى وبيتخانقوا مع بعضهم امام الزبائن
والله حرام مكان جميل واكل جميل نقطة ضعفه هو الاصطاف",1,قبل شهر,مطعم تبوله,مطعم مأكولات لبنانية,google_maps,"[""service"", ""ambiance"", ""food""]","{""service"": ""negative"", ""ambiance"": ""positive"", ""food"": ""positive""}",food,positive,food_beverage,نصيحة لمالك هذا المطعم الاصطاف سيئ الى اقصى درجة المكان والاكل ممتازين الاصطاف صوته عالى وبيتخانقوا مع بعضهم امام الزبائن والله حرام مكان جميل واكل جميل نقطة ضعفه هو الاصطاف,30,173,1★ + positive
7781,طالما دفعت اون لاين يبقى مندوب التوصيل بيرمي الطرد لأي حد من غير ما يتأكد من هويته رغم ان خدمة العملاء سريعة الاستجابة والفلوس مش بتضيع عليك ولكن حلني وتعد تستنى الفلوس ترجع لمدة أسبوعين أو المنتج يجيلك بعد ١٠ ايام تاني واحتمال يرجع وماتستلمش حجاة وللعلم الكلام ده اتكرر اكتر من مرة,1,2026-03-05 00:00:00,Amazon,ecommerce,play_store,"[""delivery"", ""service"", ""app_experience""]","{""delivery"": ""negative"", ""service"": ""positive"", ""app_experience"": ""negative""}",service,positive,digital,طالما دفعت اون لاين يبقى مندوب التوصيل بيرمي الطرد لاي حد من غير ما يتاكد من هويته رغم ان خدمة العملاء سريعة الاستجابة والفلوس مش بتضيع عليك ولكن حلني وتعد تستنى الفلوس ترجع لمدة اسبوعين او المنتج يجيلك بعد ١٠ ايام تاني واحتمال يرجع وماتستلمش حجاة وللعلم الكلام ده اتكرر اكتر من مرة,53,282,1★ + positive
6797,عندما اصل الى بلد اخر لم أستطيع الدخول مرة ثانية إلى البرنامج .. يجب حل المشكلة.. واضافة اي اجور متاخرة على المشوار الجاي...,5,2026-01-26 00:00:00,Careem,transport,play_store,"[""app_experience""]","{""app_experience"": ""negative""}",app_experience,negative,transport,عندما اصل الى بلد اخر لم استطيع الدخول مرة ثانية الى البرنامج .. يجب حل المشكلة.. واضافة اي اجور متاخرة على المشوار الجاي..,23,123,5★ + negative
1268,اسعار تمام اكل تمام خدمه سيئه و بطيئه,4,قبل 4 أيام,فول وحيد العظيم,مطعم للإفطار,google_maps,"[""price"", ""food"", ""service""]","{""price"": ""positive"", ""food"": ""positive"", ""service"": ""negative""}",service,negative,food_beverage,اسعار تمام اكل تمام خدمه سيئه و بطيئه,8,37,4★ + negative
7485,بالنسبة لعملية الشراء كانت مطابقة وجودة مثل ماهي معروضة بالفعل. ومتابعة الطرد والاستلام جد مستحسنة ولكن! فكرة منع فحص محتوى طردك والتأكد منو قبل لا تخلص... فجد جد سيئة وما قالها لا ربي لا شرعو. تشري بدراهمك المفروض تفحض الطرد... بلاك مش مطابق..بلاك ما يعجبنيش. كيفاه تخلص حاجة ماكش عارف واش فيها.. وبعدا تقولي اديه للدار وتقدر ترجعو بعدين!!! زعما وش المعنى؟؟؟؟ خايف تخسر من سعر الايصال... ياخويا دير قاعدة انو تخلص ديمل مثلا ولا نصف ثمن التوصيل..باه تفيريفي باكاج تاعك وخلاص... مي تشري وتخلص بلا ما,2,2026-02-06 00:00:00,Jumia,ecommerce,play_store,"[""delivery"", ""app_experience"", ""price""]","{""delivery"": ""positive"", ""app_experience"": ""negative"", ""price"": ""negative""}",delivery,positive,digital,بالنسبة لعملية الشراء كانت مطابقة وجودة مثل ماهي معروضة بالفعل. ومتابعة الطرد والاستلام جد مستحسنة ولكن! فكرة منع فحص محتوى طردك والتاكد منو قبل لا تخلص.. فجد جد سيئة وما قالها لا ربي لا شرعو. تشري بدراهمك المفروض تفحض الطرد.. بلاك مش مطابق..بلاك ما يعجبنيش. كيفاه تخلص حاجة ماكش عارف واش فيها.. وبعدا تقولي اديه للدار وتقدر ترجعو بعدين! زعما وش المعنى؟؟ خايف تخسر من سعر الايصال.. ياخويا دير قاعدة انو تخلص ديمل مثلا ولا نصف ثمن التوصيل..باه تفيريفي باكاج تاعك وخلاص.. مي تشري وتخلص بلا ما,87,490,2★ + positive
6167,بس الارقام الذي تأتي من البعض يأتي لا يكن رقم واتس بل إنه رقم فون,5,قبل سنة,صيدلية ولى العهد,صيدلية,google_maps,"[""app_experience""]","{""app_experience"": ""negative""}",app_experience,negative,healthcare,بس الارقام الذي تاتي من البعض ياتي لا يكن رقم واتس بل انه رقم فون,15,65,5★ + negative
1915,المشويات مقبولة بس الفريد تشكين تعبانه ، الخدمة تعبانه اوي و الطلبات بتنزل بعشوائية و متاخرة,4,قبل 3 أشهر,مطعم الخديوي أكتوبر,مطعم,google_maps,"[ ""food"", ""service""]","{""food"": ""negative"", ""service"": ""negative""}",food,negative,food_beverage,المشويات مقبولة بس الفريد تشكين تعبانه ، الخدمة تعبانه اوي و الطلبات بتنزل بعشوائية و متاخرة,16,92,4★ + negative
1915,المشويات مقبولة بس الفريد تشكين تعبانه ، الخدمة تعبانه اوي و الطلبات بتنزل بعشوائية و متاخرة,4,قبل 3 أشهر,مطعم الخديوي أكتوبر,مطعم,google_maps,"[ ""food"", ""service""]","{""food"": ""negative"", ""service"": ""negative""}",service,negative,food_beverage,المشويات مقبولة بس الفريد تشكين تعبانه ، الخدمة تعبانه اوي و الطلبات بتنزل بعشوائية و متاخرة,16,92,4★ + negative
2507,"للأسف، تجربتي في فندق إنديانا تُعد من أسوأ التجارب الفندقية التي مررت بها على الإطلاق، وربما الأسوأ دون مبالغة.
 رغم أن العاملين في الفندق كانوا محترمين ومتعاونين قدر الإمكان، إلا أن ذلك لا يمكنه بأي شكل من الأشكال تعويض الحالة المزرية والمخزية التي وصل إليها الفندق.
 
 الفندق قديم جدًا، مهمل بشكل واضح، ويعاني من مستوى نظافة متدنٍ للغاية لدرجة تجعله غير صالح للإقامة البشرية. الأوساخ منتشرة في كل مكان، والرائحة كريهة، وكل شيء يبدو مهترئًا ومستهلكًا منذ سنوات دون أي صيانة أو تجديد.
 باب الغرفة مكسور، والمصعد قديم جدًا ويبعث على القلق، ويعكس مدى الإهمال الذي يعاني منه المكان بالكامل.
 
 أما الغرفة فكانت صدمة حقيقية؛ الملايات شديدة الاتساخ بشكل لا يُصدق، لدرجة أنني لم أستطع النوم مطلقًا، وشعرت بعدم الراحة والاشمئزاز. لا توجد ستارة تحجب ضوء الشمس، مما يجعل النوم شبه مستحيل، ويؤكد انعدام أبسط مقومات الراحة في هذا الفندق.
 
 الإقامة كانت تجربة سيئة بكل ما تحمله الكلمة من معنى، ولن أكررها تحت أي ظرف، ولا أنصح أي شخص بالإقامة في هذا الفندق مهما كان السعر مغريًا، لأن ما ستواجهه لا يستحق ذلك أبدًا.
 
 وأهم نقطة يجب التنبيه عليها:
 الصور المعروضة في جميع مواقع الحجز لا تطابق الواقع نهائيًا، وهي مضللة بشكل واضح، والفرق بينها وبين الحقيقة كبير جدًا. ما يُعرض في الصور لا يعكس الحالة الحقيقية للفندق بأي شكل.
 
 باختصار: تجربة مخيبة للآمال، فندق مهمل، نظافة سيئة، وخدمة لا يمكنها إنقاذ الوضع. لا أنصح به إطلاقًا.",1,قبل شهرين,فندق انديانا,فندق,google_maps,"[""service"", ""cleanliness"", ""ambiance""]","{""service"": ""positive"", ""cleanliness"": ""negative"", ""ambiance"": ""negative""}",service,positive,hospitality,للاسف، تجربتي في فندق انديانا تعد من اسوا التجارب الفندقية التي مررت بها على الاطلاق، وربما الاسوا دون مبالغة. رغم ان العاملين في الفندق كانوا محترمين ومتعاونين قدر الامكان، الا ان ذلك لا يمكنه باي شكل من الاشكال تعويض الحالة المزرية والمخزية التي وصل اليها الفندق. الفندق قديم جدا، مهمل بشكل واضح، ويعاني من مستوى نظافة متدن للغاية لدرجة تجعله غير صالح للاقامة البشرية. الاوساخ منتشرة في كل مكان، والرائحة كريهة، وكل شيء يبدو مهترئا ومستهلكا منذ سنوات دون اي صيانة او تجديد. باب الغرفة مكسور، والمصعد قديم جدا ويبعث على القلق، ويعكس مدى الاهمال الذي يعاني منه المكان بالكامل. اما الغرفة فكانت صدمة حقيقية؛ الملايات شديدة الاتساخ بشكل لا يصدق، لدرجة انني لم استطع النوم مطلقا، وشعرت بعدم الراحة والاشمئزاز. لا توجد ستارة تحجب ضوء الشمس، مما يجعل النوم شبه مستحيل، ويؤكد انعدام ابسط مقومات الراحة في هذا الفندق. الاقامة كانت تجربة سيئة بكل ما تحمله الكلمة من معنى، ولن اكررها تحت اي ظرف، ولا انصح اي شخص بالاقامة في هذا الفندق مهما كان السعر مغريا، لان ما ستواجهه لا يستحق ذلك ابدا. واهم نقطة يجب التنبيه عليها: الصور المعروضة في جميع مواقع الحجز لا تطابق الواقع نهائيا، وهي مضللة بشكل واضح، والفرق بينها وبين الحقيقة كبير جدا. ما يعرض في الصور لا يعكس الحالة الحقيقية للفندق باي شكل. باختصار: تجربة مخيبة للامال، فندق مهمل، نظافة سيئة، وخدمة لا يمكنها انقاذ الوضع. لا انصح به اطلاقا.,227,1283,1★ + positive
1277,احسن فرع والله الجوده كويسه و المكان كويس مشكلتهم انهم احيانا بيتأخرو في الاوردر بس ده حصل معايا تقريبا مرتين,5,قبل شهرين,روستو,مطعم مأكولات سورية,google_maps,"[""food"", ""ambiance"", ""service""]","{""food"": ""positive"", ""ambiance"": ""positive"", ""service"": ""negative""}",service,negative,food_beverage,احسن فرع والله الجوده كويسه و المكان كويس مشكلتهم انهم احيانا بيتاخرو في الاوردر بس ده حصل معايا تقريبا مرتين,20,109,5★ + negative
1735,"الاكل جيد ماشاء الله
 لكن عندي ملاحظة على التعامل خصوصا خدمة ابتوصيل ويلي مستلمين الموضوع اقسم بالله من اقذر واسوء التعاملات كرهت المطعم بسببهم
 اكثر من مرة يوصلني الاوردر ناقص طبق او صنف من يلي انا طالبو
 اخر مرة قلي تمام هرجعلك الرصيد الحاجة يلي ما وصلت ...وفالاخر طنش ومارجعلي شيء حسبي الله ونعم الوكيل فيكم موضوع فعلا مستفز",1,قبل 3 أسابيع,مطعم أبو يوسف السوري,مطعم مأكولات سورية,google_maps,"[""food"", ""delivery"", ""service""]","{""food"": ""positive"", ""delivery"": ""negative"", ""service"": ""negative""}",food,positive,food_beverage,الاكل جيد ماشاء الله لكن عندي ملاحظة على التعامل خصوصا خدمة ابتوصيل ويلي مستلمين الموضوع اقسم بالله من اقذر واسوء التعاملات كرهت المطعم بسببهم اكثر من مرة يوصلني الاوردر ناقص طبق او صنف من يلي انا طالبو اخر مرة قلي تمام هرجعلك الرصيد الحاجة يلي ما وصلت ..وفالاخر طنش ومارجعلي شيء حسبي الله ونعم الوكيل فيكم موضوع فعلا مستفز,59,323,1★ + positive
2943,التجربه جدا ممتعه فيه والأجواء جميله اووى غير كمان الخدمه بجد والصراحه احسن حد برتاح لما بروح اتعامل معاه عبدالله,2,قبل شهرين,قديمو,مطعم,google_maps,"[""ambiance"", ""service""]","{""ambiance"": ""positive"", ""service"": ""positive""}",ambiance,positive,food_beverage,التجربه جدا ممتعه فيه والاجواء جميله اووى غير كمان الخدمه بجد والصراحه احسن حد برتاح لما بروح اتعامل معاه عبدالله,20,113,2★ + positive
2943,التجربه جدا ممتعه فيه والأجواء جميله اووى غير كمان الخدمه بجد والصراحه احسن حد برتاح لما بروح اتعامل معاه عبدالله,2,قبل شهرين,قديمو,مطعم,google_maps,"[""ambiance"", ""service""]","{""ambiance"": ""positive"", ""service"": ""positive""}",service,positive,food_beverage,التجربه جدا ممتعه فيه والاجواء جميله اووى غير كمان الخدمه بجد والصراحه احسن حد برتاح لما بروح اتعامل معاه عبدالله,20,113,2★ + positive
9048,ياريت بعض القصائد الحسينيه يخلوها بالبرنامج لان اكو قصائد قديمه وحيل حلوه بس ماموجوده,4,2026-03-12 00:00:00,Spotify,entertainment,play_store,"[""app_experience""]","{""app_experience"": ""negative""}",app_experience,negative,entertainment,ياريت بعض القصائد الحسينيه يخلوها بالبرنامج لان اكو قصائد قديمه وحيل حلوه بس ماموجوده,14,85,4★ + negative
7199,البضاعة جيدة خدمة التوصيل سيئة جدا الطلبيه لا تصل مجموعة واحدة ماتاصل للبيت بالقرى لازم استلمها من مكتب التوصيل والطلبيه لا تأتي مجموعة واحدة كل قطعة لوحدها اضطر اروح كل يوم اخذ قطعه,1,2026-03-09 00:00:00,Noon,ecommerce,play_store,"[""service"", ""delivery""]","{""service"": ""positive"", ""delivery"": ""negative""}",service,positive,digital,البضاعة جيدة خدمة التوصيل سيئة جدا الطلبيه لا تصل مجموعة واحدة ماتاصل للبيت بالقرى لازم استلمها من مكتب التوصيل والطلبيه لا تاتي مجموعة واحدة كل قطعة لوحدها اضطر اروح كل يوم اخذ قطعه,33,182,1★ + positive
7829,سيء جدا (مع اشتراك شهري ببرايم) خدمة منتجات لا تصل . و اخطاء في التوصيل كل 10 طلبات يوصلك طلب واحد. و المطالبة بدفع مبلغ اضافي عند التوصيل ولما تتواصل موظفين الدعم صحيح هما بجد في قمة الذوق ومحترمين جدا بس للاسف مافي حل ولا توصل لنتيجة ملاحظة تم التواصل معهم اكثر من 5 مرات ولا الهوا,1,2026-03-01 00:00:00,Amazon,ecommerce,play_store,"[""delivery"", ""service"", ""app_experience""]","{""delivery"": ""negative"", ""service"": ""positive"", ""app_experience"": ""negative""}",service,positive,digital,سيء جدا (مع اشتراك شهري ببرايم) خدمة منتجات لا تصل . و اخطاء في التوصيل كل 10 طلبات يوصلك طلب واحد. و المطالبة بدفع مبلغ اضافي عند التوصيل ولما تتواصل موظفين الدعم صحيح هما بجد في قمة الذوق ومحترمين جدا بس للاسف مافي حل ولا توصل لنتيجة ملاحظة تم التواصل معهم اكثر من 5 مرات ولا الهوا,57,283,1★ + positive
7683,مش متاح خدمه الدفع عند الاستلام في جميع الاوقات,4,2026-03-11 00:00:00,Amazon,ecommerce,play_store,"[""app_experience"", ""service""]","{""app_experience"": ""negative"", ""service"": ""negative""}",app_experience,negative,digital,مش متاح خدمه الدفع عند الاستلام في جميع الاوقات,9,47,4★ + negative
7683,مش متاح خدمه الدفع عند الاستلام في جميع الاوقات,4,2026-03-11 00:00:00,Amazon,ecommerce,play_store,"[""app_experience"", ""service""]","{""app_experience"": ""negative"", ""service"": ""negative""}",service,negative,digital,مش متاح خدمه الدفع عند الاستلام في جميع الاوقات,9,47,4★ + negative
6746,مع الاسف بعد التحديث للبرنامج ارتفع سعر رحلاتي اليومية وكلها اكسترا وعدم ارسال كود التخفيضات ارجوا بحل هذه المشاكل والا سأضطر ان اجرب تطبيق آخر,5,2026-02-02 00:00:00,Careem,transport,play_store,"[""app_experience"", ""price""]","{""app_experience"": ""negative"", ""price"": ""negative""}",app_experience,negative,transport,مع الاسف بعد التحديث للبرنامج ارتفع سعر رحلاتي اليومية وكلها اكسترا وعدم ارسال كود التخفيضات ارجوا بحل هذه المشاكل والا ساضطر ان اجرب تطبيق اخر,25,143,5★ + negative
6746,مع الاسف بعد التحديث للبرنامج ارتفع سعر رحلاتي اليومية وكلها اكسترا وعدم ارسال كود التخفيضات ارجوا بحل هذه المشاكل والا سأضطر ان اجرب تطبيق آخر,5,2026-02-02 00:00:00,Careem,transport,play_store,"[""app_experience"", ""price""]","{""app_experience"": ""negative"", ""price"": ""negative""}",price,negative,transport,مع الاسف بعد التحديث للبرنامج ارتفع سعر رحلاتي اليومية وكلها اكسترا وعدم ارسال كود التخفيضات ارجوا بحل هذه المشاكل والا ساضطر ان اجرب تطبيق اخر,25,143,5★ + negative
7458,شكرا علي حسن المعامله بس في حاجه واحد ايه الأورد ييجي بعد 3ايام أو أكثر المفروض 2 يوم من الطلب,5,2026-02-14 00:00:00,Jumia,ecommerce,play_store,"[""service"", ""delivery""]","{""service"": ""positive"", ""delivery"": ""negative""}",delivery,negative,digital,شكرا علي حسن المعامله بس في حاجه واحد ايه الاورد ييجي بعد 3ايام او اكثر المفروض 2 يوم من الطلب,20,94,5★ + negative
8340,البرنامج ممتاز أعلن عليه مره واحده والان اجد صعوبه في عمل اعلان جديد اتمني لو احد يساعدني,5,2024-06-02 00:00:00,Aqarmap,real_estate,play_store,"[""app_experience""]","{""app_experience"": ""negative""}",app_experience,negative,digital,البرنامج ممتاز اعلن عليه مره واحده والان اجد صعوبه في عمل اعلان جديد اتمني لو احد يساعدني,17,89,5★ + negative
4308,المكان حلو الاسطف كويس انا كنت واكل ساندوتش سي فود كان جميل بصراحه هو سعره معقول بس القعده في المكان مش حلوه قوي,5,قبل شهرين,بيتزا كينج باب اللوق,مطعم بيتزا,google_maps,"[""ambiance"", ""service"", ""food"", ""price""]","{""ambiance"": ""negative"", ""service"": ""positive"", ""food"": ""positive"", ""price"": ""positive""}",ambiance,negative,food_beverage,المكان حلو الاسطف كويس انا كنت واكل ساندوتش سي فود كان جميل بصراحه هو سعره معقول بس القعده في المكان مش حلوه قوي,23,112,5★ + negative
3186,"المدير والموظفين والعاملين كلهم صراحة رائعين الجميع عائله واحده وما يترك وبسألوا ويهتموا والموقع رائع وحلو والاطلاله فقط يحتاج تغير مراتب السرير والاهتمام بالمصعد
اكثر شيء اقول شكراً للجميع",4,قبل 5 أشهر,فندق بوتيك النيل,فندق,google_maps,"[""service"", ""ambiance"", ""cleanliness""]","{""service"": ""positive"", ""ambiance"": ""positive"", ""cleanliness"": ""negative""}",cleanliness,negative,hospitality,المدير والموظفين والعاملين كلهم صراحة رائعين الجميع عائله واحده وما يترك وبسالوا ويهتموا والموقع رائع وحلو والاطلاله فقط يحتاج تغير مراتب السرير والاهتمام بالمصعد اكثر شيء اقول شكرا للجميع,29,188,4★ + negative
9168,تطبيق رائع تطبيق رائع لسمع الاغاني اذا كنت تريد ان تشغل الاغاني بدون انترنت فعليك ان تدفع مالا لكنه تطبيق جيد,5,2026-03-06 00:00:00,Spotify,entertainment,play_store,"[""app_experience"", ""price""]","{""app_experience"": ""positive"", ""price"": ""negative""}",price,negative,entertainment,تطبيق رائع تطبيق رائع لسمع الاغاني اذا كنت تريد ان تشغل الاغاني بدون انترنت فعليك ان تدفع مالا لكنه تطبيق جيد,21,109,5★ + negative
2040,"عاد هالمطعم حكايه ثانيه قسم بالله اتعب وانا اقول لذيذ وانصح في رقبة الخروف والبطاطس عندهم وتبهيره رهييب ياحبي للمطعم هذا بس حط ببالك بتدفع اقل شيء 300 ريال سعودي
للعلم الخدمة عندهم قويه جدا انت تطلب وتروح تجلس تلقى طلبك جاي وراك كيف مدري بس خدمة توب",5,قبل شهرين,مطعم ميت موت مدينة الشيخ زايد,مطعم,google_maps,"[""food"", ""price"", ""service""]","{""food"": ""positive"", ""price"": ""negative"", ""service"": ""positive""}",price,negative,food_beverage,عاد هالمطعم حكايه ثانيه قسم بالله اتعب وانا اقول لذيذ وانصح في رقبة الخروف والبطاطس عندهم وتبهيره رهييب ياحبي للمطعم هذا بس حط ببالك بتدفع اقل شيء 300 ريال سعودي للعلم الخدمة عندهم قويه جدا انت تطلب وتروح تجلس تلقى طلبك جاي وراك كيف مدري بس خدمة توب,48,249,5★ + negative
1500,أتيت من البحرين على مدح المكان وأكاد أن أجزم بأن الحمام من الذ ما أكلت ومحل خدمته رائعة والاستاذ محمد صبحي قمة في الأخلاق والرقي ومبتسم دائما ومتعاون وبسبب رجعت للمطعم لأكثر من ٣ مرات لأكل الحمام المشوي اللذيذ ولا تاكل الذ منه في القاهرة، اللهم المكان يحتاج للتجديد ويكون افضل محل حمام في القاهرة بل مصر كلها.,5,قبل شهرين,مطعم الجمهورية,مطعم مأكولات مشوية,google_maps,"[""food"", ""service"", ""ambiance""]","{""food"": ""positive"", ""service"": ""positive"", ""ambiance"": ""negative""}",ambiance,negative,food_beverage,اتيت من البحرين على مدح المكان واكاد ان اجزم بان الحمام من الذ ما اكلت ومحل خدمته رائعة والاستاذ محمد صبحي قمة في الاخلاق والرقي ومبتسم دائما ومتعاون وبسبب رجعت للمطعم لاكثر من ٣ مرات لاكل الحمام المشوي اللذيذ ولا تاكل الذ منه في القاهرة، اللهم المكان يحتاج للتجديد ويكون افضل محل حمام في القاهرة بل مصر كلها.,58,309,5★ + negative
460,"جميل وعجبنى الصراحة لكن الفيو مش قد كدة
فى وسط منطقة سكنية",4,قبل 5 أيام,فندق تريومف,فندق,google_maps,"[""ambiance""]","{""ambiance"": ""negative""}",ambiance,negative,hospitality,جميل وعجبنى الصراحة لكن الفيو مش قد كدة فى وسط منطقة سكنية,12,58,4★ + negative
